"Lot_Area","Neighborhood","Overall_Qual","Overall_Cond","Year_Built","Roof_Style","Bsmt_Cond","Central_Air","Gr_Liv_Area","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Type","Fence","Sale_Price"
8064,"North_Ames","Above_Average","Average",1950,"Gable","Typical","N",1133,1,0,3,1,5,0,"Detchd","No_Fence",128500
7200,"North_Ames","Below_Average","Average",1949,"Gable","No_Basement","N",1040,2,0,2,2,6,0,"Detchd","No_Fence",90000
7200,"North_Ames","Average","Below_Average",1950,"Gable","Typical","Y",1904,1,1,3,1,7,0,"Attchd","Good_Privacy",138000
7350,"North_Ames","Average","Above_Average",1958,"Hip","Typical","Y",1041,1,0,3,1,6,0,"Attchd","Good_Wood",128000
7560,"North_Ames","Average","Above_Average",1958,"Hip","Typical","Y",1339,1,0,3,1,6,0,"Attchd","Minimum_Privacy",139000
7200,"North_Ames","Average","Good",1952,"Gable","Good","Y",732,1,0,2,1,4,0,"Detchd","No_Fence",118900
8000,"North_Ames","Average","Average",1959,"Gable","Typical","Y",1183,1,0,3,1,6,0,"Attchd","Good_Wood",138000
7931,"North_Ames","Average","Average",1959,"Hip","Typical","Y",1148,1,0,3,1,6,0,"Attchd","Good_Privacy",132500
10800,"North_Ames","Below_Average","Good",1949,"Gable","Typical","Y",1461,2,0,4,1,6,0,"Detchd","No_Fence",133500
8064,"North_Ames","Above_Average","Good",1948,"Gable","Typical","Y",1495,1,0,3,1,6,0,"Detchd","No_Fence",135000
7570,"North_Ames","Above_Average","Average",1964,"Gable","Typical","Y",1806,1,1,4,1,8,0,"Attchd","No_Fence",144750
8604,"North_Ames","Average","Good",1978,"Gable","Typical","Y",941,1,0,2,1,4,0,"Attchd","No_Fence",145000
7936,"North_Ames","Above_Average","Above_Average",1963,"Hip","Typical","Y",1045,1,0,3,1,6,1,"Attchd","No_Fence",127000
6600,"North_Ames","Average","Average",1962,"Hip","Typical","N",894,1,0,2,1,5,0,"Detchd","No_Fence",109500
3950,"Old_Town","Above_Average","Very_Good",1926,"Gable","Typical","Y",1224,1,0,3,1,5,0,"Detchd","No_Fence",115000
10440,"Old_Town","Average","Above_Average",1910,"Gable","Typical","Y",1230,1,1,2,1,5,0,"Detchd","Minimum_Privacy",110000
4080,"Old_Town","Above_Average","Very_Good",1935,"Gable","Typical","Y",1378,1,0,3,1,6,0,"Detchd","No_Fence",128900
10307,"Old_Town","Above_Average","Average",1910,"Gable","Typical","N",1944,2,0,4,2,12,0,"Detchd","No_Fence",103500
5720,"Old_Town","Average","Above_Average",1941,"Gable","Typical","Y",1131,1,1,3,1,5,0,"Detchd","No_Fence",66500
15660,"Old_Town","Average","Very_Good",1910,"Gable","Typical","Y",1306,1,1,3,1,6,0,"Detchd","Minimum_Privacy",130000
9900,"Old_Town","Average","Very_Good",1910,"Gable","Typical","Y",1464,2,0,3,1,7,0,"No_Garage","No_Fence",129000
6406,"Old_Town","Average","Above_Average",1939,"Gable","Typical","Y",1558,1,1,3,1,7,1,"Detchd","Minimum_Privacy",150000
6600,"Old_Town","Average","Below_Average",1892,"Gable","Typical","N",2372,2,0,4,2,11,0,"Attchd","No_Fence",107500
7627,"Old_Town","Below_Average","Above_Average",1920,"Gable","Poor","N",1701,2,0,4,2,8,0,"No_Garage","No_Fence",94550
7596,"Old_Town","Average","Average",1952,"Hip","Typical","Y",1960,2,0,4,2,10,0,"Detchd","No_Fence",124500
3378,"Old_Town","Good","Very_Good",1946,"Gable","Typical","Y",1389,1,1,3,1,6,2,"Detchd","No_Fence",135000
10134,"Old_Town","Average","Average",1910,"Gable","Typical","N",1447,1,0,3,1,6,0,"No_Garage","No_Fence",103000
6000,"Old_Town","Below_Average","Below_Average",1953,"Gable","Typical","N",936,1,0,2,1,4,0,"Detchd","No_Fence",93000
6000,"Old_Town","Average","Good",1950,"Gable","Typical","Y",1328,1,1,3,1,6,0,"Detchd","Minimum_Privacy",129500
6000,"Old_Town","Average","Below_Average",1954,"Gable","Typical","Y",1387,2,0,3,2,7,0,"BuiltIn","No_Fence",93000
7404,"Old_Town","Below_Average","Above_Average",1920,"Gable","Typical","Y",861,1,0,2,1,5,0,"Detchd","No_Fence",80000
5925,"Old_Town","Poor","Below_Average",1940,"Gable","No_Basement","N",612,1,0,1,1,4,0,"Detchd","No_Fence",45000
5925,"Old_Town","Fair","Above_Average",1910,"Gable","Typical","N",968,1,0,2,1,6,0,"No_Garage","Good_Wood",37900
5784,"Old_Town","Average","Very_Good",1938,"Gable","Typical","Y",886,1,0,2,1,4,0,"Attchd","No_Fence",91300
8520,"Old_Town","Average","Very_Good",1923,"Gable","Typical","Y",792,1,0,2,1,5,0,"Detchd","Good_Wood",99500
4456,"Old_Town","Below_Average","Average",1920,"Gable","Typical","Y",1452,2,0,2,3,8,0,"No_Garage","No_Fence",113000
9600,"Old_Town","Below_Average","Below_Average",1910,"Gable","Typical","Y",1510,2,0,3,1,7,0,"Detchd","No_Fence",87500
3500,"Old_Town","Average","Good",1947,"Gable","Typical","Y",1284,1,1,2,1,5,0,"Detchd","Minimum_Wood_Wire",110000
8100,"Old_Town","Average","Average",1898,"Hip","Typical","N",2138,2,0,2,3,11,0,"Detchd","Minimum_Privacy",106000
11700,"Old_Town","Good","Good",1880,"Mansard","Fair","N",2640,1,1,4,1,8,1,"Detchd","No_Fence",265979
8400,"Old_Town","Above_Average","Good",1900,"Gable","Good","Y",2007,2,0,3,1,8,0,"Detchd","No_Fence",160000
3600,"Old_Town","Above_Average","Good",1917,"Gable","Typical","Y",1288,1,0,3,1,5,1,"Attchd","No_Fence",119000
17671,"Old_Town","Very_Good","Excellent",1882,"Gable","Typical","Y",1742,1,1,4,1,8,1,"Attchd","No_Fence",168000
3300,"Old_Town","Below_Average","Fair",1910,"Gable","Typical","Y",816,1,0,2,1,5,1,"No_Garage","No_Fence",58500
9000,"Old_Town","Good","Excellent",1920,"Hip","Typical","Y",1482,1,0,3,1,7,0,"Detchd","No_Fence",143000
7200,"Old_Town","Average","Below_Average",1910,"Hip","Typical","N",1022,1,0,2,1,4,0,"Detchd","No_Fence",85000
8820,"Old_Town","Average","Above_Average",1890,"Hip","Typical","Y",1869,1,0,2,1,7,0,"Detchd","Minimum_Wood_Wire",124900
5400,"Old_Town","Above_Average","Above_Average",1920,"Gable","Typical","Y",1480,1,0,3,1,6,0,"Detchd","No_Fence",119000
9720,"Old_Town","Above_Average","Good",1910,"Gable","Typical","Y",1521,1,0,4,1,8,0,"Detchd","Minimum_Privacy",146500
7879,"Iowa_DOT_and_Rail_Road","Below_Average","Average",1920,"Gable","Typical","N",720,1,0,2,1,4,0,"No_Garage","Good_Wood",34900
9392,"Iowa_DOT_and_Rail_Road","Fair","Fair",1900,"Mansard","Typical","N",797,1,0,2,1,5,0,"No_Garage","No_Fence",44000
21384,"Brookside","Average","Above_Average",1923,"Gable","Typical","Y",1576,1,1,3,1,6,1,"Attchd","No_Fence",223500
6615,"Brookside","Above_Average","Above_Average",1923,"Gable","Typical","N",1432,1,0,3,1,6,1,"BuiltIn","Good_Wood",149000
7264,"Brookside","Good","Good",1925,"Gable","Typical","N",1548,2,1,3,1,5,0,"Detchd","No_Fence",205000
4960,"Brookside","Average","Good",1930,"Gable","Typical","Y",1654,2,0,3,1,7,1,"Detchd","No_Fence",137000
8854,"Brookside","Above_Average","Above_Average",1916,"Gable","Typical","N",952,1,0,2,1,4,1,"Detchd","No_Fence",121000
6000,"Brookside","Below_Average","Above_Average",1936,"Gable","Typical","Y",1324,1,0,3,1,6,0,"Detchd","No_Fence",128000
6000,"Brookside","Above_Average","Excellent",1937,"Gable","Typical","Y",1176,1,0,2,1,4,0,"Detchd","No_Fence",134900
6000,"Brookside","Average","Very_Good",1925,"Gable","Typical","Y",1348,1,0,3,1,5,1,"Detchd","No_Fence",117000
6000,"Brookside","Above_Average","Above_Average",1939,"Gable","Typical","Y",1412,1,0,4,1,6,1,"Detchd","No_Fence",132500
6000,"Brookside","Average","Average",1924,"Gable","Typical","Y",1142,1,0,3,1,6,0,"Attchd","No_Fence",93000
6000,"Brookside","Above_Average","Good",1926,"Gable","Typical","Y",904,1,0,2,1,4,0,"Detchd","No_Fence",119000
6911,"Brookside","Average","Average",1924,"Gable","Typical","Y",1301,1,0,2,1,5,0,"Detchd","No_Fence",100000
6120,"Brookside","Average","Above_Average",1936,"Gable","Typical","Y",1539,1,1,3,1,5,0,"Detchd","Minimum_Privacy",141500
6120,"Brookside","Below_Average","Good",1935,"Gable","Typical","Y",1573,1,0,3,1,6,0,"Detchd","No_Fence",133000
6120,"Brookside","Poor","Fair",1936,"Gable","Fair","N",800,1,0,1,1,4,1,"No_Garage","No_Fence",60000
6120,"Brookside","Average","Good",1931,"Gable","Typical","Y",875,1,0,2,1,5,0,"Detchd","No_Fence",105000
6120,"Brookside","Average","Above_Average",1925,"Gable","Typical","Y",995,1,0,2,1,5,0,"Detchd","Minimum_Privacy",115000
6120,"Brookside","Average","Above_Average",1938,"Gable","Fair","Y",1582,2,0,3,1,6,1,"Detchd","No_Fence",150000
8635,"Brookside","Average","Average",1925,"Hip","Typical","Y",1072,1,0,2,1,5,0,"Detchd","No_Fence",126500
11888,"Brookside","Above_Average","Above_Average",1916,"Gable","Typical","N",2134,2,0,5,1,10,0,"Detchd","No_Fence",214500
11414,"Brookside","Good","Very_Good",1910,"Gable","Typical","N",2019,1,0,3,1,8,0,"Detchd","Good_Privacy",167500
8094,"Old_Town","Above_Average","Above_Average",1915,"Gable","Typical","Y",1768,2,0,3,1,8,0,"Detchd","No_Fence",155000
2500,"Old_Town","Good","Very_Good",1915,"Gable","Typical","Y",1826,1,1,4,1,7,1,"Attchd","No_Fence",155000
9928,"Old_Town","Good","Very_Good",1915,"Gable","Typical","Y",1944,2,0,3,1,8,0,"Detchd","No_Fence",179900
5520,"Old_Town","Above_Average","Above_Average",1912,"Gable","Typical","Y",2229,1,0,5,1,8,0,"No_Garage","Minimum_Privacy",104000
3000,"Old_Town","Average","Very_Poor",1922,"Hip","Fair","N",2128,2,0,4,2,11,0,"No_Garage","No_Fence",62500
6876,"Iowa_DOT_and_Rail_Road","Above_Average","Average",1927,"Gable","Fair","Y",1930,2,0,4,1,8,0,"Attchd","Minimum_Privacy",149000
6240,"Iowa_DOT_and_Rail_Road","Below_Average","Average",1925,"Gable","Typical","Y",1208,1,0,2,1,5,0,"Detchd","No_Fence",103000
5775,"Old_Town","Above_Average","Good",1915,"Gable","Typical","Y",1427,1,0,3,1,7,0,"Attchd","No_Fence",123000
5852,"Old_Town","Good","Average",1902,"Gable","Fair","N",1864,2,1,6,1,9,0,"No_Garage","No_Fence",97500
5160,"Iowa_DOT_and_Rail_Road","Above_Average","Above_Average",1927,"Gable","Typical","Y",1666,1,0,3,1,4,0,"Detchd","No_Fence",135000
5160,"Iowa_DOT_and_Rail_Road","Below_Average","Above_Average",1923,"Hip","Fair","Y",892,1,0,1,1,5,0,"No_Garage","No_Fence",70000
10320,"Iowa_DOT_and_Rail_Road","Above_Average","Good",1915,"Gable","Typical","Y",1403,1,1,3,1,7,0,"Detchd","No_Fence",116000
4280,"Sawyer","Below_Average","Excellent",1946,"Gable","Typical","Y",704,1,0,2,1,4,0,"CarPort","No_Fence",88750
10800,"Edwards","Average","Average",1987,"Gable","Good","Y",1200,3,0,3,1,5,0,"No_Garage","No_Fence",179000
10800,"Edwards","Average","Average",1987,"Gable","Good","Y",1200,3,0,3,1,5,0,"No_Garage","No_Fence",179000
10547,"Edwards","Average","Average",1978,"Gable","Good","Y",1152,2,0,2,2,6,0,"Detchd","No_Fence",159900
10020,"Edwards","Very_Poor","Very_Poor",1922,"Gable","Poor","N",904,0,1,1,1,4,0,"No_Garage","No_Fence",61000
6629,"Edwards","Above_Average","Above_Average",1925,"Gambrel","Typical","N",1369,2,0,3,1,6,0,"Detchd","No_Fence",103600
9780,"Edwards","Average","Fair",1934,"Gable","Typical","N",1112,2,0,4,1,6,0,"Detchd","No_Fence",63000
12886,"Sawyer","Average","Above_Average",1963,"Gable","Typical","Y",1464,2,0,3,1,6,1,"Attchd","No_Fence",175000
8816,"Sawyer","Average","Above_Average",1963,"Gable","Typical","Y",1121,1,0,3,1,5,0,"Detchd","Minimum_Privacy",139000
11184,"Sawyer","Above_Average","Average",1978,"Hip","Typical","Y",1683,2,1,3,1,7,1,"Attchd","No_Fence",172500
11625,"Sawyer","Average","Above_Average",1967,"Hip","Typical","Y",1052,1,1,3,1,6,1,"Attchd","No_Fence",113500
7800,"Sawyer","Average","Good",1967,"Hip","Typical","Y",899,1,0,3,1,5,0,"Attchd","Minimum_Privacy",130000
8014,"Sawyer","Above_Average","Average",1978,"Gable","Typical","Y",1034,1,0,3,1,5,1,"Basment","No_Fence",149900
7252,"Sawyer","Average","Average",1982,"Hip","Typical","Y",858,1,0,2,1,5,0,"Detchd","No_Fence",134900
8740,"Sawyer","Average","Above_Average",1982,"Hip","Typical","Y",860,1,0,2,1,4,0,"Detchd","No_Fence",137000
11616,"Sawyer","Average","Average",1962,"Gable","Typical","Y",1092,1,0,3,1,6,1,"Attchd","No_Fence",139000
15400,"Sawyer","Average","Average",1961,"Hip","Good","Y",1774,2,0,4,1,8,1,"Attchd","No_Fence",165000
15312,"Sawyer","Above_Average","Average",1960,"Hip","Typical","Y",1138,1,0,3,1,6,1,"Attchd","Minimum_Privacy",148000
15584,"Clear_Creek","Average","Average",1956,"Hip","Typical","Y",2071,1,1,4,1,9,1,"Attchd","No_Fence",165000
9000,"Sawyer","Poor","Poor",1947,"Gable","No_Basement","N",660,1,0,2,1,5,0,"No_Garage","No_Fence",63900
11250,"Clear_Creek","Below_Average","Average",1957,"Gable","Typical","Y",1788,1,0,5,1,8,2,"Attchd","No_Fence",161500
25095,"Clear_Creek","Average","Very_Good",1968,"Flat","Typical","Y",1473,1,0,1,1,5,2,"Attchd","No_Fence",143000
17140,"Edwards","Below_Average","Above_Average",1956,"Gable","Typical","Y",1229,1,0,3,1,6,0,"Attchd","No_Fence",135000
12342,"Edwards","Below_Average","Average",1940,"Gable","Typical","Y",861,1,0,1,1,4,0,"Detchd","No_Fence",82500
10708,"Clear_Creek","Average","Average",1955,"Hip","Typical","Y",1867,1,0,2,1,7,3,"Attchd","Good_Wood",190000
13680,"Edwards","Fair","Average",1955,"Hip","No_Basement","Y",1733,2,0,4,1,8,1,"Attchd","No_Fence",139600
15635,"Edwards","Below_Average","Average",1954,"Gable","No_Basement","Y",1383,1,0,2,1,6,0,"Attchd","No_Fence",122000
9855,"Edwards","Above_Average","Average",1956,"Hip","Typical","Y",1689,1,0,3,1,7,1,"Attchd","Minimum_Privacy",127500
9571,"Edwards","Average","Average",1956,"Hip","Typical","Y",1073,1,0,2,1,5,0,"Attchd","Good_Privacy",121500
9571,"Edwards","Average","Fair",1958,"Gable","Fair","Y",1276,1,0,3,1,5,0,"Attchd","No_Fence",60000
9350,"Edwards","Above_Average","Good",1946,"Hip","Typical","Y",1639,1,1,3,1,6,1,"Detchd","No_Fence",154400
9340,"Edwards","Below_Average","Above_Average",1941,"Hip","Typical","Y",672,1,0,2,1,4,0,"Attchd","No_Fence",113000
7440,"Edwards","Average","Above_Average",1954,"Gable","Typical","Y",1089,1,0,3,1,5,1,"Detchd","Minimum_Privacy",125000
11500,"Edwards","Below_Average","Fair",1957,"Gable","No_Basement","N",845,1,0,3,1,5,0,"Detchd","No_Fence",84000
4235,"Edwards","Average","Average",1984,"Gable","Typical","Y",1049,2,0,2,1,5,0,"Attchd","No_Fence",139500
11409,"Edwards","Average","Below_Average",1949,"Gable","Typical","Y",1716,1,1,3,1,8,1,"Attchd","No_Fence",131000
9060,"Edwards","Above_Average","Average",1939,"Gable","Typical","Y",1258,1,0,2,1,6,0,"Detchd","Minimum_Privacy",105000
9084,"Edwards","Below_Average","Average",1940,"Gable","Typical","Y",1510,1,0,4,1,7,1,"Detchd","Minimum_Privacy",108000
10778,"Sawyer_West","Good","Above_Average",1990,"Gable","Typical","Y",1061,1,1,1,1,4,0,"Attchd","No_Fence",162000
19255,"Sawyer_West","Above_Average","Average",1983,"Gable","Typical","Y",1338,1,1,2,1,5,1,"Attchd","No_Fence",156500
12327,"Sawyer_West","Very_Good","Very_Good",1983,"Gable","Typical","Y",2132,1,1,1,1,5,1,"BuiltIn","No_Fence",316600
14684,"Sawyer_West","Good","Good",1990,"Hip","Typical","Y",2196,2,0,3,1,7,1,"Attchd","No_Fence",271900
9317,"Sawyer_West","Good","Average",1993,"Gable","Typical","Y",1775,2,1,3,1,7,1,"Attchd","No_Fence",213000
10560,"Sawyer_West","Good","Average",1993,"Gable","Good","Y",1879,2,1,3,1,8,1,"Attchd","Minimum_Privacy",239900
9828,"Sawyer_West","Very_Good","Average",1995,"Gable","Typical","Y",2020,2,1,3,1,8,1,"Attchd","No_Fence",239500
26400,"Sawyer_West","Average","Good",1880,"Gable","No_Basement","Y",2016,1,0,4,1,7,1,"Attchd","No_Fence",131000
7018,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",1535,2,0,4,2,8,0,"Attchd","No_Fence",118964
7018,"Sawyer_West","Average","Average",1979,"Gable","Typical","Y",1224,0,2,2,2,6,2,"Detchd","No_Fence",153337
7018,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",2228,2,0,6,2,8,0,"Detchd","No_Fence",147983
7018,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",1535,2,0,4,2,8,0,"Attchd","Good_Privacy",118858
7018,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",1535,2,0,4,2,8,0,"Attchd","No_Fence",118858
7018,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",2240,2,0,6,2,12,0,"Detchd","No_Fence",142953
7040,"Sawyer_West","Average","Average",1979,"Gable","Typical","Y",1229,0,2,2,2,6,2,"Detchd","No_Fence",148325
7007,"Sawyer_West","Average","Average",1979,"Gable","No_Basement","Y",1513,2,0,4,2,8,0,"Attchd","No_Fence",113722
11855,"Sawyer_West","Good","Average",2000,"Hip","Typical","Y",2787,4,2,6,2,8,2,"BuiltIn","No_Fence",269500
7939,"Sawyer_West","Good","Average",2000,"Hip","Typical","Y",2787,4,2,6,2,8,2,"BuiltIn","No_Fence",269500
7976,"Sawyer_West","Good","Average",2000,"Hip","Typical","Y",2787,4,2,6,2,8,2,"BuiltIn","No_Fence",269500
10933,"College_Creek","Excellent","Average",2009,"Hip","Typical","Y",1680,1,1,1,1,8,1,"Attchd","No_Fence",323262
10637,"College_Creek","Very_Good","Average",2007,"Hip","Typical","Y",1718,2,0,3,1,7,1,"Attchd","No_Fence",297000
10226,"College_Creek","Very_Good","Average",2008,"Gable","Typical","Y",1630,2,0,3,1,8,1,"Attchd","No_Fence",295493
10816,"College_Creek","Excellent","Average",2008,"Gable","Typical","Y",1720,2,0,3,1,8,1,"Attchd","No_Fence",332000
9178,"College_Creek","Very_Good","Average",2008,"Gable","Typical","Y",1468,2,0,3,1,6,1,"Attchd","No_Fence",239900
10769,"College_Creek","Very_Good","Average",2007,"Gable","Typical","Y",1768,2,1,3,1,7,0,"Attchd","No_Fence",212000
11422,"College_Creek","Very_Good","Average",2007,"Hip","Typical","Y",1838,2,0,3,1,7,2,"Attchd","No_Fence",272500
11923,"College_Creek","Excellent","Average",2007,"Gable","Typical","Y",1800,2,0,2,1,7,0,"Attchd","No_Fence",239000
8814,"College_Creek","Good","Average",2006,"Gable","Typical","Y",1604,2,1,3,1,8,1,"Attchd","No_Fence",220000
6762,"College_Creek","Good","Average",2007,"Gable","Typical","Y",1290,2,0,2,1,6,1,"Attchd","No_Fence",200000
10324,"College_Creek","Very_Good","Average",2008,"Gable","Typical","Y",1254,2,0,2,1,5,0,"Attchd","No_Fence",221800
7314,"College_Creek","Good","Average",2007,"Gable","Typical","Y",1232,2,0,2,1,6,0,"Attchd","No_Fence",194500
11645,"College_Creek","Very_Good","Average",2005,"Gable","Typical","Y",1498,2,0,3,1,7,1,"Attchd","No_Fence",237000
11646,"College_Creek","Above_Average","Average",2005,"Gable","Typical","Y",1422,2,1,3,1,7,1,"Attchd","No_Fence",173000
12800,"Sawyer_West","Good","Average",1989,"Gable","Typical","Y",1644,2,0,2,1,5,1,"Attchd","No_Fence",275000
16698,"Clear_Creek","Good","Average",1992,"Gable","Typical","Y",1759,2,1,3,1,7,1,"Attchd","No_Fence",233500
28698,"Clear_Creek","Average","Average",1967,"Flat","Good","Y",2126,2,1,3,1,7,0,"Attchd","No_Fence",185000
12464,"College_Creek","Average","Average",1996,"Gable","Typical","Y",1040,1,0,3,1,6,0,"Detchd","Good_Privacy",152000
9757,"College_Creek","Average","Good",1994,"Gable","Typical","Y",990,1,0,3,1,5,0,"Attchd","No_Fence",143000
15426,"College_Creek","Above_Average","Average",1997,"Gable","Typical","Y",1764,2,1,3,1,7,0,"Attchd","Minimum_Privacy",231500
10667,"College_Creek","Good","Above_Average",1996,"Gable","Typical","Y",1661,2,1,3,1,6,1,"Attchd","No_Fence",212000
14753,"College_Creek","Good","Average",1998,"Gable","Typical","Y",1463,2,0,3,1,5,0,"Attchd","Good_Privacy",207000
10859,"College_Creek","Average","Average",1994,"Gable","Typical","Y",1097,1,1,3,1,6,0,"Attchd","No_Fence",145000
8072,"College_Creek","Average","Average",1994,"Gable","Good","Y",990,1,0,3,1,5,0,"Detchd","No_Fence",138000
10400,"College_Creek","Good","Average",1998,"Gable","Typical","Y",1779,2,1,3,1,6,0,"Attchd","No_Fence",197900
10335,"College_Creek","Good","Average",1999,"Gable","Typical","Y",1501,2,0,3,1,6,0,"Attchd","No_Fence",204000
9017,"College_Creek","Good","Average",1999,"Gable","Typical","Y",1431,2,0,3,1,6,0,"Attchd","No_Fence",192000
8750,"College_Creek","Above_Average","Average",1998,"Gable","Typical","Y",1772,2,1,3,1,7,1,"Attchd","No_Fence",200000
8935,"College_Creek","Good","Average",2002,"Gable","Typical","Y",1660,2,1,3,1,7,0,"Attchd","No_Fence",195000
9808,"College_Creek","Good","Average",2002,"Gable","Typical","Y",1573,2,0,3,1,6,0,"Attchd","No_Fence",227000
12420,"College_Creek","Good","Average",2001,"Gable","Typical","Y",1840,2,1,3,1,6,0,"Attchd","No_Fence",230000
16285,"College_Creek","Good","Average",2001,"Gable","Typical","Y",1430,2,0,3,1,6,0,"Attchd","No_Fence",187100
10739,"College_Creek","Good","Average",2002,"Gable","Typical","Y",1444,2,0,3,1,6,0,"Attchd","No_Fence",203000
11166,"College_Creek","Good","Average",2001,"Gable","Typical","Y",1492,2,0,3,1,6,1,"Attchd","No_Fence",201000
8430,"College_Creek","Average","Average",1978,"Gable","Typical","Y",1040,2,0,3,1,5,0,"No_Garage","No_Fence",124000
16269,"College_Creek","Average","Average",1978,"Gable","Typical","Y",907,1,0,3,1,5,0,"Attchd","Minimum_Privacy",140000
6950,"College_Creek","Average","Good",1979,"Gable","Typical","Y",914,1,0,2,1,5,0,"Attchd","No_Fence",134900
8800,"College_Creek","Average","Good",1977,"Gable","Typical","Y",1040,2,0,3,1,5,0,"Detchd","No_Fence",150500
7000,"College_Creek","Average","Very_Good",1978,"Gable","Typical","Y",864,1,0,3,1,6,0,"Attchd","Good_Wood",136500
9286,"College_Creek","Average","Good",1977,"Gable","Good","Y",1268,1,1,3,1,5,0,"Detchd","No_Fence",143500
15523,"College_Creek","Average","Above_Average",1972,"Gable","Typical","Y",864,1,0,3,1,5,1,"Attchd","No_Fence",133500
7200,"College_Creek","Average","Average",1972,"Hip","Typical","Y",894,1,0,2,1,6,0,"Detchd","No_Fence",123000
7200,"College_Creek","Average","Very_Good",1972,"Gable","Typical","Y",768,1,0,2,1,5,0,"Detchd","Minimum_Privacy",133900
8445,"College_Creek","Average","Good",1972,"Gable","Typical","Y",768,1,0,2,1,5,0,"Detchd","Minimum_Privacy",133000
11664,"College_Creek","Good","Average",2002,"Hip","Typical","Y",1611,2,0,3,1,6,0,"Attchd","No_Fence",250000
12334,"College_Creek","Very_Good","Average",2003,"Gable","Typical","Y",2184,2,1,4,1,8,1,"BuiltIn","No_Fence",254750
11838,"College_Creek","Very_Good","Average",2001,"Hip","Typical","Y",1788,2,0,3,1,7,1,"Attchd","No_Fence",236500
11885,"College_Creek","Very_Good","Average",2001,"Gable","Typical","Y",1872,2,1,3,1,7,1,"BuiltIn","No_Fence",261500
11050,"College_Creek","Excellent","Average",2000,"Hip","Typical","Y",2153,2,1,3,1,8,2,"Attchd","No_Fence",313000
8749,"College_Creek","Good","Average",2002,"Gable","Typical","Y",1725,2,1,3,1,6,0,"Attchd","No_Fence",198500
11250,"College_Creek","Good","Average",2001,"Gable","Typical","Y",1870,2,1,3,1,6,0,"Attchd","No_Fence",211000
15750,"College_Creek","Very_Good","Average",1999,"Gable","Typical","Y",1513,2,0,2,1,5,1,"Attchd","No_Fence",220000
11883,"College_Creek","Good","Average",1996,"Hip","Typical","Y",1504,2,0,3,1,6,1,"Attchd","No_Fence",203000
12782,"College_Creek","Very_Good","Average",2002,"Hip","Typical","Y",1828,2,0,3,1,7,1,"Attchd","No_Fence",279500
8750,"College_Creek","Good","Average",1997,"Gable","Typical","Y",1417,2,0,3,1,7,1,"Attchd","No_Fence",210000
9375,"College_Creek","Good","Average",1997,"Gable","Typical","Y",2034,2,1,3,1,8,0,"Attchd","Good_Privacy",219500
8750,"College_Creek","Good","Average",1996,"Gable","Typical","Y",1716,2,1,2,1,7,1,"Attchd","No_Fence",191000
9100,"College_Creek","Good","Average",2001,"Gable","Typical","Y",1212,2,0,3,1,6,0,"Attchd","No_Fence",178000
9750,"College_Creek","Good","Average",2000,"Gable","Typical","Y",1630,2,0,3,1,6,1,"Attchd","No_Fence",213000
4435,"College_Creek","Above_Average","Average",2003,"Gable","Typical","Y",848,1,0,1,1,4,0,"Attchd","No_Fence",144000
4435,"College_Creek","Above_Average","Average",2003,"Gable","Typical","Y",848,1,0,1,1,4,0,"Attchd","No_Fence",140000
10200,"College_Creek","Very_Good","Average",2007,"Gable","Typical","Y",1602,2,0,3,1,7,1,"Attchd","No_Fence",293200
9313,"College_Creek","Good","Average",2004,"Gable","Typical","Y",1728,2,1,3,1,7,0,"Attchd","No_Fence",190000
8487,"College_Creek","Good","Average",2004,"Gable","Typical","Y",1500,2,0,3,1,6,0,"Attchd","No_Fence",190000
8633,"College_Creek","Above_Average","Average",2005,"Gable","Typical","Y",1476,2,1,3,1,7,0,"Attchd","No_Fence",173500
11069,"College_Creek","Above_Average","Average",2007,"Gable","Typical","Y",1396,2,1,3,1,6,1,"BuiltIn","No_Fence",170000
8777,"Edwards","Below_Average","Average",1949,"Gable","No_Basement","Y",1126,2,0,2,1,5,0,"Detchd","Minimum_Privacy",108000
9937,"Edwards","Average","Good",1964,"Hip","Typical","Y",1486,1,0,3,1,7,0,"Detchd","Minimum_Privacy",167000
8877,"Edwards","Below_Average","Above_Average",1938,"Gable","Typical","Y",816,1,0,2,1,3,1,"Detchd","No_Fence",100000
7301,"Edwards","Good","Average",2003,"Gable","No_Basement","Y",1922,3,0,4,1,7,1,"BuiltIn","No_Fence",198500
7950,"Edwards","Above_Average","Above_Average",1977,"Hip","Typical","Y",1426,1,1,3,1,6,0,"Attchd","Minimum_Privacy",159500
10682,"Edwards","Below_Average","Above_Average",1960,"Gable","Typical","Y",1149,1,0,3,1,7,0,"More_Than_Two_Types","Minimum_Privacy",127000
7200,"Edwards","Above_Average","Above_Average",1976,"Hip","Typical","Y",1125,1,0,3,1,6,1,"Detchd","Good_Wood",125000
13286,"Edwards","Excellent","Average",2007,"Hip","Typical","Y",1698,2,0,3,1,8,1,"Attchd","No_Fence",320000
