"county","state","popadults","perchsd","percollege","percprof","percbelowpoverty","percchildbelowpovert","percadultpoverty","percelderlypoverty"
"MONTMORENCY","MI",6279,67.5903806,13.4575569,2.7552158,17.5167557,26.8328446,16.2082515,12.4022346
"MUSKEGON","MI",99720,74.2468913,19.0433213,3.44965905,15.2551173,23.0023063,12.7038182,10.3740797
"NEWAYGO","MI",23989,71.0742424,15.6946934,3.84759682,15.8807157,21.3676748,13.1306466,14.869186
"OAKLAND","MI",717210,84.6344864,36.9635114,11.220563,6.04364408,8.45200666,4.94988864,6.47730339
"OCEANA","MI",14069,73.3172223,16.9024096,3.91641197,17.8868027,24.6226559,15.3972083,14.0566274
"OGEMAW","MI",12379,63.0341708,11.6568382,2.73850876,21.7545197,30.5464927,19.9889197,15.6257046
"ONTONAGON","MI",6198,74.5724427,15.9567602,2.66214908,13.1887052,16.516374,11.8080357,12.8
"OSCEOLA","MI",12491,72.0598831,13.6658394,2.64190217,18.5463154,24.083319,16.2693393,16.2198036
"OSCODA","MI",5433,66.5746365,12.9210381,2.68728143,17.8025395,24.3506494,17.0002669,13.5186057
"OTSEGO","MI",11358,79.4506075,20.0211305,4.43740095,9.46725484,11.4552313,7.837492,11.080502
"OTTAWA","MI",110737,79.7709889,26.9656935,6.15963951,5.9866877,6.29788172,5.89117375,5.68246591
"PRESQUE ISLE","MI",9285,65.6758212,13.8933764,3.27409801,14.6987598,16.6811468,12.5114434,16.7679558
"ROSCOMMON","MI",14435,69.3869068,13.363353,2.81260824,18.0542802,26.0370913,17.9957969,13.0744236
"SAGINAW","MI",131154,74.8128155,19.7081294,4.48709151,17.2489104,26.2936776,14.5334371,10.8787742
"ST CLAIR","MI",91241,74.8008023,17.641192,4.07711446,10.9326098,15.0850124,9.30644722,9.42984334
"ST JOSEPH","MI",36757,73.7601001,17.0117257,3.81423946,11.4917375,16.6746699,9.77610991,8.22842179
"SANILAC","MI",25404,72.1461187,13.7970398,3.11368288,14.2962063,18.7488829,11.9235869,14.1056347
"SCHOOLCRAFT","MI",5643,71.5931242,14.5667198,2.76448698,16.6098807,20.7288216,15.3212121,14.8989899
"SHIAWASSEE","MI",43097,78.7456203,17.2912268,3.4712393,10.5882353,14.5300886,9.05735814,8.88030888
"TUSCOLA","MI",34607,72.9505591,14.1243101,2.5572861,12.8583295,17.2158102,11.4048489,10.0748013
"VAN BUREN","MI",43758,71.8405777,17.8047443,4.48146625,15.1332262,21.0408367,12.4853114,13.4497364
"WASHTENAW","MI",167214,87.209803,48.0785102,20.7913213,12.1629329,10.7978164,13.4554559,7.17477744
"WAYNE","MI",1324635,69.9515716,19.4104036,4.98575079,20.0653001,30.56427,17.0662258,13.2473501
"WEXFORD","MI",16597,74.6158944,18.2322106,3.59703561,14.6401413,20.1308237,12.4565469,12.323275
"ADAMS","OH",15569,58.3852527,8.74173036,2.15813475,28.5280486,35.0246846,25.7522586,26.1800599
"ALLEN","OH",68893,76.1499717,17.3660604,3.47930849,12.6665583,17.8579862,10.5679214,10.7444235
"ASHLAND","OH",29403,76.0024487,17.2669455,4.15943951,11.3441498,17.2289909,9.15943446,8.67428431
"ASHTABULA","OH",63850,72.3790133,13.2435395,2.88332028,16.117325,23.8186247,13.6699531,11.9077683
"ATHENS","OH",30179,74.6114848,29.1494085,12.0447994,28.6733854,29.2581157,31.7442813,14.3249554
"AUGLAIZE","OH",27676,76.4561353,16.1764706,3.24468854,6.26949967,8.14294535,5.28379951,6.08875129
"BELMONT","OH",48645,72.3424812,14.1576729,3.22746428,17.4190874,25.849973,15.7629051,12.5753241
"BROWN","OH",21769,64.9088153,11.4336901,3.1742386,14.1554633,18.6900797,11.1457233,16.3148479
"BUTLER","OH",176989,75.9736481,24.2252343,6.75917712,10.6499292,13.1730731,10.0032732,8.52227905
"CARROLL","OH",17124,71.5253445,11.323289,3.07171222,11.746884,14.6183522,10.9407318,9.75813178
"CHAMPAIGN","OH",23023,75.3898276,13.9121748,2.8971029,8.82668625,12.3796568,6.82405567,9.93365922
"CLARK","OH",93950,73.360298,17.784992,4.60883449,13.4166632,20.4814416,11.095735,10.4346131
"CLERMONT","OH",91613,72.7833386,19.6893454,4.5528473,8.69374802,11.9078721,7.0066905,9.0945467
"CLINTON","OH",21969,74.3320133,15.7631208,3.77349902,12.2505142,14.7371682,10.6142298,13.4121622
"COLUMBIANA","OH",70249,71.8003103,13.0905778,2.8797563,15.8916432,23.2200959,13.6442561,12.0377504
"COSHOCTON","OH",22878,71.3305359,11.6793426,2.42154034,13.188643,17.751112,11.1867496,12.1505376
"CRAWFORD","OH",30958,73.8193682,14.258027,2.9717682,11.5916845,15.418153,10.1218333,10.4140383
"CUYAHOGA","OH",943924,74.0130561,25.0853882,7.35673635,13.7661167,21.5809764,11.6755057,10.213391
"DARKE","OH",34048,73.4580592,13.475094,3.21898496,8.98643378,12.1345723,7.14033102,9.59320612
"DEFIANCE","OH",24362,76.7670963,18.1881619,3.44388802,8.7584015,11.4322065,7.11092484,9.76641842
"DELAWARE","OH",41799,84.3728319,31.5940573,9.34232876,5.67311599,6.5723747,4.52441077,9.06414817
"ERIE","OH",50112,76.2392241,18.7380268,4.63761175,8.98602233,12.6682741,7.13811263,9.33003597
"FAIRFIELD","OH",65269,78.751015,21.0773874,4.84763058,8.77759721,11.6821249,6.9252938,10.5373526
"FAYETTE","OH",17854,65.2850902,11.8740898,2.14517755,16.2203377,21.9505379,13.5346455,15.9820151
"FRANKLIN","OH",597303,80.9987561,32.204593,9.14092178,12.9900058,17.6378685,11.8183828,9.74934856
"FULTON","OH",23846,78.2563113,16.4765579,3.3296989,6.22976707,7.58154831,4.93982309,8.1255161
"GALLIA","OH",19586,64.1784948,14.9341366,4.32451751,22.4885998,28.4607819,19.7789588,21.7653936
"GEAUGA","OH",51290,82.0413336,31.6279977,9.12263599,5.55217051,8.49137931,4.10188194,5.40397817
"GREENE","OH",83757,82.3740105,31.956732,11.061762,9.49098621,12.0735213,8.7175598,7.88356241
"GUERNSEY","OH",25188,71.3593775,13.5143719,2.57265364,17.4721872,24.3214731,15.0734936,14.3717608
"HAMILTON","OH",551233,75.6496799,29.7883109,8.6172272,13.2924553,19.570569,11.169832,10.6960613
"HANCOCK","OH",41492,82.919599,24.4504965,5.54564735,7.27748528,8.45006003,6.51807196,7.93665845
"HARDIN","OH",18589,73.9523374,16.0309861,4.32513852,16.3821236,21.816574,14.9368203,12.5945537
"HARRISON","OH",10726,69.7557337,10.5537945,1.96718255,19.6988866,29.3435341,18.2995358,11.9607843
"HENRY","OH",18245,75.4343656,15.2589751,2.65826254,6.96360254,8.67297428,5.1076843,9.92209922
"HIGHLAND","OH",22784,66.4808638,12.3112711,2.49297753,16.4835476,19.4384226,14.3413749,18.1541141
"HOCKING","OH",16368,67.8457967,12.85435,2.71260997,15.7098604,20.7745956,13.4820216,14.9915234
"HOLMES","OH",17780,46.912261,9.33070866,1.72665917,17.2447377,24.5171128,12.3522422,15.3579391
"HURON","OH",34521,74.131688,13.4497842,2.95472321,9.50391645,13.0375596,8.02076192,8.16840178
"JACKSON","OH",19136,60.8800167,10.9845318,2.95255017,24.1882573,30.1736614,21.0996006,24.1633681
"JEFFERSON","OH",54294,71.879029,13.8431503,2.81799094,17.1494077,26.2505981,15.7419355,10.8577511
"KNOX","OH",29992,75.2000533,16.771139,4.2011203,12.4511509,18.1717025,10.5853414,9.88372093
"LAKE","OH",142348,81.0520696,23.6828055,5.20274257,4.89729435,7.14098582,3.93348514,4.90623387
"LAWRENCE","OH",39219,65.8787832,12.2083684,3.14643413,23.5399216,33.2300024,21.1064359,16.3875266
"LICKING","OH",81642,76.4251243,18.1793685,4.53565567,10.4998476,14.7950733,8.84336678,9.29430267
"LOGAN","OH",26780,74.4884242,13.3233757,3.33457804,10.4676899,13.5485,9.22106393,9.52197379
"LORAIN","OH",169492,75.2820192,18.8616572,4.283978,11.4912737,17.386122,9.42837411,8.42662074
"LUCAS","OH",289965,76.2340282,23.5504285,6.00589726,15.268812,21.4916528,13.4944573,11.4228016
"MADISON","OH",23896,69.4928021,13.3788082,2.67408771,8.4275468,11.2765492,7.12069334,8.11343048
"MAHONING","OH",176658,74.6006408,18.1757973,4.52342945,15.9196047,25.0271849,13.8501553,10.7028532
"MARION","OH",41239,73.7578506,15.0270375,3.04323577,12.7133244,18.2830355,10.7493876,10.0189036
"MEDINA","OH",76962,82.3978067,23.7026065,4.88552792,5.52063112,7.85156137,4.21102969,6.32405892
"MEIGS","OH",14772,64.0265367,11.677498,2.38288654,26.0092654,34.9729464,23.6672906,19.9579341
"MERCER","OH",23780,75.4793944,14.1000841,3.32632464,6.70414004,7.62704884,5.68931069,8.04411765
"MIAMI","OH",59893,76.5665437,19.2777119,4.43457499,8.35151476,12.3240006,6.30440618,8.91394114
"MONROE","OH",10196,69.4488035,10.513927,2.59905845,21.4912281,28.809219,18.6889987,19.7591146
"MONTGOMERY","OH",371530,77.7571125,26.5504804,7.0042796,12.6286587,19.4520723,10.6043371,9.44086822
"MORGAN","OH",8980,71.5812918,11.3808463,2.31625835,21.2079862,31.325,17.9487179,14.8148148
"MORROW","OH",17158,71.3253293,12.1051405,2.54691689,11.0750729,17.3749057,8.39833593,8.89809849
"MUSKINGUM","OH",51692,71.140602,15.3234543,3.57308674,14.7208439,21.3569812,12.6231667,11.137507
"NOBLE","OH",7235,69.8548721,8.84588804,1.57567381,16.3743737,22.7357901,12.8071997,16.4845173
"OTTAWA","OH",26931,75.8568193,19.338309,4.21447403,6.61301787,9.54335557,5.25392428,6.72342557
"PAULDING","OH",12456,72.2302505,11.4884393,2.82594733,9.78914179,11.9703215,8.16975645,11.2109012
"PERRY","OH",19411,68.5539127,10.1076709,2.18432847,19.0657495,25.3889985,16.3782957,16.7218221
"PICKAWAY","OH",31380,69.7100064,13.0943276,2.93499044,12.0777505,16.3463189,9.94214435,12.4391393
"PIKE","OH",15099,60.7722366,12.4445328,3.23862507,26.5757449,36.915078,22.2239587,22.7062546
"PORTAGE","OH",82726,79.3100114,21.8818751,6.58680463,11.9088477,13.3814451,12.1537341,7.97863462
"PREBLE","OH",25469,72.4606384,11.233264,2.39899486,10.1883173,15.565561,8.12505639,8.24067022
"PUTNAM","OH",20028,77.5064909,15.7080088,2.8060715,5.75621444,7.14017991,4.23869967,7.95176182
"RICHLAND","OH",81363,73.5321952,16.7975615,3.42170274,11.2517167,16.4937951,8.9708687,10.6330901
"ROSS","OH",45531,67.5803299,14.1156575,2.99795744,17.7496887,24.8676325,15.0094603,15.4179338
"SANDUSKY","OH",38993,76.6163157,16.2824097,3.40061037,8.99672757,12.030513,7.50127931,8.76451954
"SCIOTO","OH",51585,63.7569061,13.7772608,3.17534167,25.7923269,37.6523745,23.5231677,15.1068091
"SENECA","OH",36666,75.2604593,15.6221022,3.03005509,10.7518862,14.3172859,9.29836624,9.27675988
"SHELBY","OH",27365,72.943541,17.3762105,3.66892015,7.74582455,10.54634,5.95581568,8.73122118
"STARK","OH",241153,76.0090067,18.9896041,4.62030329,11.0605711,16.399197,9.51066888,8.45844662
"SUMMIT","OH",337442,78.3393887,24.7331393,6.25529721,12.1499704,18.0813265,10.8654209,8.22432118
"TRUMBULL","OH",149822,75.2492958,15.5998451,3.78849568,11.4047862,16.9653149,9.38910671,9.85596375
"TUSCARAWAS","OH",55192,71.9180316,13.0834179,3.02036527,11.1222421,14.39584,9.78198126,10.4047334
"UNION","OH",20527,76.1631023,16.9825108,3.84858966,7.43101903,9.46814728,5.77602449,9.76408912
"VAN WERT","OH",19497,79.2327025,15.1100169,3.1902344,7.09167861,7.60100707,6.06022585,9.22109675
"VINTON","OH",6963,58.6959644,7.91325578,1.56541721,23.6079364,31.7708333,22.2259753,14.9176955
"WARREN","OH",73151,75.4671843,24.4193518,5.90832661,6.35232602,8.71549016,5.07858441,7.22380639
"WASHINGTON","OH",40411,77.5061246,19.0096756,4.35524981,13.6737757,17.9894516,12.0116635,12.6052655
"WAYNE","OH",62178,73.5967706,18.4454309,4.79590852,11.6558987,17.2130572,9.51515592,8.91176271
"WILLIAMS","OH",23340,76.092545,14.4987147,2.70779777,7.55363161,10.6865843,5.92573754,7.44215134
"WOOD","OH",64052,83.7616312,29.0951102,8.33541498,10.5726282,8.76044005,12.2235902,6.93142742
"WYANDOT","OH",14361,76.4709978,13.7107444,2.54856904,8.49468795,9.99170124,7.31604292,9.76552435
"ADAMS","WI",11378,66.9801371,12.4274917,2.39057831,14.4351177,22.3008305,13.3100559,10.1867572
"ASHLAND","WI",10262,75.3069577,18.3200156,4.36562074,16.2203814,20.3220685,15.1600512,13.2975552
"BARRON","WI",26198,72.9750363,19.425147,3.24452248,11.5524279,14.4092998,9.94820158,11.7280176
"BAYFIELD","WI",9418,78.5410915,25.8228923,5.83988108,16.5835321,23.4879306,14.4289143,13.2549788
"BROWN","WI",120575,82.6439975,26.2931785,4.62450757,9.16570294,12.0873618,8.08561665,7.96336775
"BUFFALO","WI",8918,72.6059655,17.9412424,3.13971743,11.9067257,15.2720243,9.63907813,13.1345403
"BURNETT","WI",9045,72.2830293,13.6760641,2.99613046,15.4884519,21.0293653,13.9379475,13.1688466
"CALUMET","WI",20940,79.6561605,19.7803247,3.01337154,4.87158341,6.22784325,3.72723875,6.39097744
"CHIPPEWA","WI",33195,74.9269468,18.1533363,2.78957674,10.476041,13.9566861,8.59508956,10.579373
"CLARK","WI",19702,67.5362907,13.84631,2.50228403,13.7719327,18.0444728,11.4184117,13.0776485
"COLUMBIA","WI",29637,78.2535344,20.852313,3.54624287,7.49359912,9.98292058,5.91446379,8.3589919
"CRAWFORD","WI",10169,72.3964992,16.599469,2.92064116,14.6382213,19.4600675,12.3815621,13.4865437
"DANE","WI",225973,88.8986737,43.6264509,13.4715209,10.4930054,8.76778118,12.1680107,4.97435064
"DODGE","WI",49694,72.2783435,15.9254638,2.82327846,6.64470071,8.39387394,5.17740489,8.25578798
"DOOR","WI",17369,79.5670447,22.4883413,4.42167079,9.82305079,13.938754,8.2382666,8.65316276
"DOUGLAS","WI",27060,77.2172949,20.9940872,4.97782705,14.9210904,22.9435598,13.1049683,9.24704418
"DUNN","WI",19755,77.6613516,26.2870159,7.50696026,16.6336754,15.1954674,18.6613878,11.8962601
"EAU CLAIRE","WI",49336,82.7894438,29.8544673,7.55634831,15.9437222,18.7430181,16.7685011,8.57514739
"FLORENCE","WI",3057,75.171737,15.6035329,2.78050376,13.1398183,18.8417618,10.3640257,12.605042
"FOND DU LAC","WI",56764,77.5068706,20.8318653,3.66253259,7.64423242,10.1088839,6.25657867,8.04270463
"FOREST","WI",5608,64.1226819,13.5699001,2.2467903,21.7806782,31.751365,19.6937066,14.349332
"GRANT","WI",29160,77.8806584,21.6803841,5.24348422,13.7150754,15.1552225,12.9747224,13.6286394
"GREEN","WI",19708,76.7759286,19.8751776,3.34381977,7.83675933,10.2412605,6.84171136,7.20466184
"GREEN LAKE","WI",12453,74.5523167,17.3050671,3.33253031,9.9722086,13.5313531,8.35054909,9.42870413
"IOWA","WI",12747,80.5993567,20.483251,3.94602652,9.99497235,12.4825175,8.10377358,11.6246499
"IRON","WI",4447,74.7020463,18.7317293,2.67596132,13.0709185,15.6467854,12.1790423,12.6623377
"JACKSON","WI",10800,68.8240741,15.3240741,2.43518519,14.6577198,20.6008584,12.3831216,12.5467626
"JEFFERSON","WI",42214,76.9649879,22.1656323,4.73302696,7.1956347,7.99721432,6.72824313,7.46902655
"JUNEAU","WI",14210,70.5840957,14.3912738,2.47712878,12.7835052,14.7692308,11.1914696,13.9638682
"KENOSHA","WI",80794,75.087259,20.3282422,4.06094512,10.2140341,15.6521483,8.56810674,6.94973343
"KEWAUNEE","WI",11945,73.5454165,14.3909586,2.15989954,8.21991212,9.8546347,6.05500821,11.6542392
"LA CROSSE","WI",58586,82.5760421,30.4885126,7.34475813,13.4085401,14.452894,14.0575375,9.52813067
"LAFAYETTE","WI",10181,77.0356547,16.4620371,2.60288773,11.02382,13.3161512,9.61466981,11.2437186
"LANGLADE","WI",12933,71.4992654,13.6317946,2.89955927,14.625143,21.9306834,11.5954206,12.7876683
"LINCOLN","WI",17567,71.0593727,17.4417943,3.44395742,10.4175389,13.7597459,8.59200576,10.8202124
"MANITOWOC","WI",52215,75.40745,19.0711481,2.88805899,8.33564984,11.7911918,6.97293058,7.29801829
"MARATHON","WI",72367,75.9448367,21.877375,4.05709785,7.91853617,10.3436458,6.21167941,9.55842757
"MARINETTE","WI",26699,73.6094985,15.4275441,2.30720252,11.6593521,15.1330585,9.60642411,12.1661029
"MARQUETTE","WI",8499,69.714084,14.0016473,2.57677374,11.6072894,15.6430268,9.678511,11.4586466
"MENOMINEE","WI",1922,62.6951093,7.33610822,0.52029136,48.6910995,64.3084767,43.3124644,18.2186235
"MILWAUKEE","WI",610538,76.2604457,25.3558337,6.20125201,15.8734784,27.7980262,12.8895894,7.81374777
"MONROE","WI",23025,75.7263844,17.3724213,2.84473398,13.0026772,18.0921979,10.5513257,11.6072842
"OCONTO","WI",19760,69.4078947,13.4311741,2.37854251,12.0941176,14.1166317,9.63442252,15.5886158
"ONEIDA","WI",22153,77.5967138,21.9338239,4.97449555,9.61799935,13.9667073,8.10961622,8.559414
"OUTAGAMIE","WI",86689,81.5328358,24.8578251,4.36272191,6.20236225,8.20300676,5.02296542,6.85592403
"OZAUKEE","WI",47058,86.8991457,37.4197798,9.36503889,2.1801676,1.91895478,1.9385043,3.54706685
"PEPIN","WI",4578,71.0353866,15.7492355,2.81782438,12.6152074,14.8821218,10.1239669,15.1315789
"PIERCE","WI",18623,81.0717929,24.464372,5.42340117,10.4165985,11.0331339,10.3370278,9.47141832
"POLK","WI",22515,77.9835665,18.5920497,3.39329336,11.8223134,16.0155849,9.75664969,11.1643221
"PORTAGE","WI",35004,79.7337447,24.6343275,6.01931208,12.8950783,13.5589979,13.1821824,10.5094407
"PRICE","WI",10414,73.324371,15.527175,2.81352026,10.8899221,12.5549585,8.14521452,14.7695725
"RACINE","WI",110593,76.3809644,22.9065131,4.93611711,10.1512831,15.556437,8.42926105,6.81166261
"RICHLAND","WI",11309,73.720046,17.4993368,3.14793527,13.4403617,15.7928118,12.6371115,12.3541888
"ROCK","WI",88072,78.1814879,19.9064402,4.37028795,9.87720628,15.2857608,8.14384062,6.8982497
"RUSK","WI",9704,70.3112119,16.7559769,3.01937345,16.5785191,20.7524272,15.806851,13.1289074
"ST CROIX","WI",30873,84.4232825,28.5880867,5.38010559,6.40236495,7.89210789,4.97251286,9.30721916
"SAUK","WI",30347,74.6597687,19.833921,3.97073846,9.69194467,13.1041039,8.14808827,9.14033299
"SAWYER","WI",9600,73.7395833,17.9479167,4.04166667,20.5440023,29.0735695,19.1953682,14.1793182
"SHAWANO","WI",24271,69.453257,14.8077953,2.45560546,11.2973701,14.932266,9.10511287,11.9495299
"SHEBOYGAN","WI",66938,77.4298605,20.8371926,3.83638591,6.48642767,8.67791176,5.14637904,7.23178521
"TAYLOR","WI",11676,68.8078109,15.0650908,3.0061665,12.664624,15.9650375,10.265319,13.8896828
"TREMPEALEAU","WI",16648,71.6842864,17.5516579,2.87121576,10.6754168,12.9199756,7.8841449,14.5652992
"VERNON","WI",16883,69.211633,18.9421311,3.62494817,15.8249292,21.2011051,13.4496431,14.5714286
"VILAS","WI",12815,76.1451424,19.2118611,4.31525556,14.7369024,23.0433667,14.2519778,9.17322835
"WALWORTH","WI",46742,79.0210089,23.1569039,6.08232425,9.64180398,8.69961284,10.9266098,6.89418232
"WASHBURN","WI",9297,74.8521028,19.0168872,4.02280305,15.8660952,21.4185982,13.6424832,14.329455
"WASHINGTON","WI",59583,81.3403152,23.3909001,4.01456791,3.23762786,4.06985404,2.58450033,4.28088917
"WAUKESHA","WI",195837,87.9889908,35.3967841,7.66709049,3.1210599,3.78581963,2.59006144,4.08547929
"WAUPACA","WI",30109,72.137899,16.5498688,3.13859643,8.48869675,10.071411,6.95379864,10.338641
"WAUSHARA","WI",13316,70.0060078,15.064584,2.62090718,13.7869853,20.0507078,11.6957841,11.8045576
"WINNEBAGO","WI",88960,80.6193795,24.9955036,5.65984712,8.80403135,10.5920306,8.66058681,6.66109376
"WOOD","WI",46796,78.2951534,21.6663817,4.5837251,8.52583064,11.1629965,7.37565628,7.88291776
